,Date,EUR.USD.Close,EUR.USD.High,EUR.USD.Low,USD.JPY.Close,USD.JPY.High,USD.JPY.Low,USD.CHF.Close,USD.CHF.High,USD.CHF.Low,GBP.USD.Close,GBP.USD.High,GBP.USD.Low,USD.CAD.Close,USD.CAD.High,USD.CAD.Low,EUR.GBP.Close,EUR.GBP.High,EUR.GBP.Low,EUR.JPY.Close,EUR.JPY.High,EUR.JPY.Low,EUR.CHF.Close,EUR.CHF.High,EUR.CHF.Low,AUD.USD.Close,AUD.USD.High,AUD.USD.Low,GBP.JPY.Close,GBP.JPY.High,GBP.JPY.Low,CHF.JPY.Close,CHF.JPY.High,CHF.JPY.Low,GBP.CHF.Close,GBP.CHF.High,GBP.CHF.Low,NZD.USD.Close,NZD.USD.High,NZD.USD.Low,GBP.AUD.Close,GBP.AUD.High,GBP.AUD.Low,EUR.AUD.Close,EUR.AUD.High,EUR.AUD.Low,market
48,3/8/2016,1.10069,1.10576,1.09937,112.565,113.52,112.426,0.99585,0.99703,0.99019,1.42132,1.42756,1.4174,1.34093,1.34115,1.32821,0.77419,0.77927,0.7716,123.89,125.02,123.856,1.0961,1.09693,1.0918,0.7438,0.74722,0.74105,159.988,161.91,159.613,113.022,114.04,112.95,1.41538,1.4203,1.4064,0.67423,0.68017,0.674,1.6991,1.7068,1.6915,0.6785,0.68,0.6761,4648.819824
49,3/9/2016,1.10064,1.1035,1.09464,113.287,113.445,112.229,0.9967,1.00398,0.99402,1.4216,1.4241,1.41778,1.32582,1.34462,1.3229,0.7741,0.77561,0.77,124.688,124.89,123.066,1.0971,1.10002,1.09475,0.74882,0.75278,0.74126,161.067,161.356,159.494,113.63,113.79,111.92,1.417,1.42837,1.4144,0.666,0.68092,0.66511,1.7025,1.7136,1.6933,0.6788,0.6833,0.6769,4674.379883
50,3/10/2016,1.11849,1.12179,1.08224,113.147,114.444,112.613,0.98352,1.00923,0.98106,1.4279,1.43176,1.41183,1.3356,1.33976,1.32326,0.78324,0.78478,0.76527,126.557,126.771,123.65,1.10005,1.10227,1.08923,0.74438,0.75121,0.74274,161.54,162.883,160.739,115.035,115.55,113.15,1.40438,1.42788,1.40207,0.66563,0.67097,0.66198,1.7108,1.7149,1.7018,0.6821,0.6836,0.6794,4662.160156
51,3/11/2016,1.11529,1.12095,1.10807,113.79,113.917,112.759,0.9822,0.98903,0.98033,1.4384,1.44365,1.42547,1.32367,1.33576,1.31679,0.77524,0.78472,0.77386,126.913,127.29,126.076,1.0956,1.1018,1.09353,0.7558,0.75833,0.7447,163.66,164.094,161.088,115.831,116.1,114.537,1.41295,1.41719,1.40357,0.674,0.67735,0.66604,1.7087,1.7226,1.7061,0.6814,0.6825,0.6761,4748.470215
52,3/14/2016,1.1097,1.11757,1.10781,113.805,114.005,113.51,0.9871,0.9882,0.98192,1.43019,1.43894,1.42932,1.3266,1.33081,1.32115,0.77592,0.777,0.7735,126.296,127.153,126.085,1.09546,1.09911,1.0946,0.75052,0.75934,0.74924,162.74,163.981,162.6,115.279,115.94,114.93,1.41173,1.42038,1.41087,0.66644,0.67552,0.66576,1.7187,1.7319,1.7119,0.6776,0.6781,0.6734,4750.279785
53,3/15/2016,1.111,1.1125,1.10723,113.083,114.139,112.639,0.9866,0.98956,0.98498,1.41571,1.4305,1.41393,1.3351,1.34021,1.32635,0.78478,0.78611,0.776,125.6,126.711,125.101,1.0962,1.09714,1.09446,0.7451,0.75275,0.74452,160.08,162.938,159.55,114.58,115.64,114.216,1.3968,1.41248,1.39386,0.66072,0.66842,0.65878,1.7294,1.7401,1.7238,0.6742,0.6773,0.6693,4728.669922
54,3/16/2016,1.12248,1.12423,1.10581,112.61,113.819,112.335,0.9761,0.9914,0.97507,1.42562,1.42736,1.40535,1.31285,1.3405,1.31144,0.78736,0.78854,0.7843,126.39,126.455,125.55,1.09595,1.09755,1.09399,0.7554,0.75606,0.74149,160.552,160.915,159.663,115.36,115.373,114.51,1.39153,1.39766,1.39119,0.6729,0.67404,0.65763,1.7357,1.766,1.7329,0.6714,0.6721,0.6665,4763.970215
55,3/17/2016,1.1316,1.13423,1.12055,111.54,112.955,110.671,0.96704,0.97863,0.96509,1.44821,1.45029,1.42221,1.2986,1.3133,1.29456,0.7812,0.79114,0.7808,126.232,126.63,125.337,1.0945,1.09955,1.09226,0.7645,0.76568,0.7534,161.542,161.575,159.026,115.31,115.47,114.28,1.4004,1.40273,1.38852,0.6854,0.68589,0.67288,1.7616,1.7799,1.756,0.6683,0.669,0.662,4774.990234
56,3/18/2016,1.12681,1.1337,1.12565,111.714,111.757,110.825,0.96968,0.9717,0.96557,1.44736,1.45144,1.44108,1.30242,1.30426,1.29241,0.77839,0.787,0.7775,125.88,126.22,125.273,1.09276,1.0948,1.09055,0.7595,0.76802,0.75958,161.698,161.778,160.369,115.19,115.404,114.55,1.40359,1.40563,1.3966,0.6786,0.68737,0.6784,1.7719,1.7735,1.7573,0.664,0.6676,0.6631,4795.649902
57,3/21/2016,1.12494,1.1285,1.12347,111.82,111.93,111.225,0.9692,0.97301,0.96759,1.43851,1.44673,1.43656,1.30765,1.3092,1.3007,0.78196,0.784,0.779,125.803,126.08,125.22,1.0903,1.09435,1.08945,0.7583,0.76264,0.75691,160.87,161.45,160.155,115.35,115.48,114.49,1.3942,1.40289,1.3921,0.6759,0.67984,0.6747,1.7674,1.7734,1.7536,0.6654,0.6738,0.6622,4808.870117
58,3/22/2016,1.1219,1.1261,1.11888,112.32,112.49,111.38,0.9726,0.9736,0.96891,1.4211,1.43974,1.4191,1.30386,1.31383,1.30322,0.78935,0.79057,0.7814,126.028,126.28,124.678,1.0914,1.09165,1.0876,0.7622,0.76426,0.75515,159.61,161.49,158.462,115.456,115.74,114.52,1.3822,1.39619,1.3774,0.6749,0.6776,0.67222,1.7629,1.7716,1.7543,0.6735,0.674,0.6665,4821.660156
59,3/23/2016,1.1181,1.12233,1.11598,112.41,112.91,112.145,0.9747,0.9766,0.97268,1.41146,1.42272,1.40828,1.3207,1.32191,1.30392,0.7921,0.7934,0.78825,125.68,126.27,125.512,1.08995,1.09241,1.08748,0.7524,0.76489,0.75202,158.67,160.012,158.543,115.308,115.93,115.014,1.3756,1.38503,1.3728,0.6707,0.67701,0.66834,1.7592,1.7629,1.7367,0.6714,0.6797,0.6702,4768.859863
60,3/24/2016,1.11753,1.11874,1.11443,112.792,113.005,112.297,0.97568,0.9774,0.97379,1.41614,1.41826,1.4057,1.3241,1.3296,1.32044,0.7889,0.79464,0.78827,126.04,126.16,125.393,1.09049,1.09094,1.08751,0.7529,0.75368,0.74776,159.73,159.85,158.466,115.57,115.72,115.143,1.38181,1.38306,1.37217,0.6697,0.67216,0.6672,1.7394,1.7414,1.7253,0.6788,0.6859,0.678,4773.5
61,3/25/2016,1.1162,1.11792,1.11545,113.105,113.321,112.757,0.97822,0.97868,0.97541,1.41287,1.41563,1.41114,1.32622,1.32695,1.32271,0.78985,0.79108,0.78884,126.241,126.46,125.922,1.09171,1.09242,1.08909,0.75087,0.75351,0.75082,159.795,160.185,159.36,115.585,116.04,115.5,1.38186,1.38275,1.37855,0.66817,0.6715,0.66816,1.7387,1.7538,1.7331,0.6825,0.6846,0.68,NA
62,3/28/2016,1.11999,1.12198,1.1153,113.319,113.686,113.138,0.9736,0.97861,0.97235,1.42537,1.42832,1.41213,1.31797,1.32848,1.31683,0.78569,0.7903,0.78441,126.927,127.046,126.3,1.09064,1.09222,1.09011,0.75411,0.75578,0.74937,161.55,161.682,159.82,116.37,116.491,115.71,1.38793,1.39113,1.3803,0.67284,0.67356,0.66691,1.748,1.7576,1.7414,0.6831,0.686,0.6793,4766.790039
63,3/29/2016,1.1302,1.1303,1.11691,112.666,113.803,112.673,0.966,0.97624,0.9659,1.43877,1.4404,1.41954,1.3056,1.32163,1.3051,0.7855,0.78725,0.7831,127.34,127.46,126.784,1.0918,1.0929,1.08856,0.76427,0.76429,0.75105,162.07,162.499,161.35,116.6,116.76,116.14,1.3898,1.39506,1.38433,0.68569,0.68664,0.67233,1.7546,1.762,1.7476,0.6803,0.6814,0.6773,4846.620117
64,3/30/2016,1.13369,1.13653,1.1286,112.41,112.81,112.02,0.9637,0.9672,0.95932,1.4378,1.44589,1.43612,1.29653,1.30805,1.2913,0.7883,0.7884,0.78349,127.454,127.821,126.77,1.09268,1.09273,1.08929,0.7672,0.77088,0.76156,161.652,162.574,161.359,116.629,117.23,116.08,1.3857,1.39329,1.3849,0.69352,0.69654,0.68419,1.7554,1.7659,1.7476,0.6788,0.6791,0.6731,4869.290039
65,3/31/2016,1.13845,1.14116,1.13107,112.518,112.67,112.113,0.9605,0.9664,0.95721,1.4368,1.44261,1.43266,1.29778,1.30106,1.28582,0.7922,0.79444,0.7879,128.09,128.22,126.974,1.09344,1.0953,1.09066,0.76638,0.77227,0.76348,161.686,162.023,160.907,117.13,117.47,116.17,1.38002,1.3883,1.37555,0.6912,0.69662,0.68819,1.7569,1.7677,1.7399,0.6744,0.6773,0.6725,4869.850098
66,4/1/2016,1.1394,1.14377,1.13347,111.614,112.577,111.601,0.9584,0.96253,0.9556,1.42271,1.4372,1.41715,1.3012,1.3147,1.29697,0.80059,0.802,0.7917,127.171,128.163,127.182,1.0921,1.09504,1.09067,0.76832,0.77005,0.75993,158.795,161.723,158.727,116.4,117.213,116.42,1.3636,1.38232,1.36043,0.6899,0.69368,0.6836,1.7483,1.7515,1.7364,0.6734,0.6756,0.6727,4914.540039
67,4/4/2016,1.1396,1.14125,1.13576,111.29,111.796,111.101,0.95875,0.96148,0.95732,1.4277,1.43214,1.41916,1.3054,1.30827,1.30032,0.79818,0.80161,0.796,126.84,127.36,126.454,1.0929,1.09323,1.09127,0.76121,0.76781,0.75985,158.908,159.58,158.184,116.05,116.611,115.78,1.36918,1.37178,1.36164,0.6834,0.69037,0.68298,1.7414,1.7457,1.7252,0.6742,0.6784,0.6729,4891.799805
68,4/5/2016,1.1381,1.14051,1.13361,110.425,111.332,109.951,0.9567,0.96044,0.95468,1.4146,1.4279,1.41222,1.3154,1.32187,1.30688,0.80439,0.80544,0.79804,125.67,126.82,125.252,1.0888,1.0925,1.0879,0.7535,0.76312,0.75105,156.21,158.848,155.741,115.41,116.09,114.94,1.3535,1.36835,1.352,0.6791,0.68317,0.67596,1.731,1.743,1.7251,0.6765,0.6783,0.672,4843.930176
69,4/6/2016,1.1405,1.14315,1.13268,109.67,110.642,109.346,0.9552,0.96218,0.95311,1.41243,1.41711,1.40058,1.3099,1.31862,1.30637,0.8073,0.81052,0.8023,125.097,125.85,124.87,1.0894,1.09123,1.08816,0.7598,0.76192,0.75334,154.917,156.655,154.549,114.79,115.572,114.44,1.349,1.35908,1.34445,0.68256,0.68441,0.67743,1.7367,1.7386,1.7198,0.6754,0.6807,0.6737,4920.720215
70,4/7/2016,1.13724,1.14539,1.13379,108.43,109.904,107.672,0.9555,0.9582,0.9522,1.4061,1.41568,1.40493,1.31325,1.31806,1.30193,0.8086,0.8117,0.8043,123.336,125.304,122.556,1.08691,1.09065,1.08436,0.7509,0.76373,0.74921,152.488,155.344,151.667,113.458,114.935,112.726,1.3436,1.35132,1.34165,0.67787,0.68625,0.67633,1.7316,1.7414,1.7273,0.6751,0.678,0.6728,4848.370117
71,4/8/2016,1.13996,1.14192,1.1349,108.17,109.097,108.158,0.9536,0.95823,0.95254,1.4125,1.41414,1.40412,1.29975,1.31559,1.29529,0.80698,0.81,0.80474,123.306,124.232,123.114,1.0873,1.08946,1.08603,0.7551,0.75792,0.75009,152.77,154.23,152.151,113.4,114.16,113.2,1.34717,1.35196,1.34301,0.6807,0.68295,0.67742,1.7382,1.7422,1.7293,0.6759,0.6777,0.6717,4850.689941
72,4/11/2016,1.14057,1.14472,1.13725,107.915,108.442,107.637,0.9542,0.95703,0.95032,1.424,1.42863,1.41077,1.2887,1.30158,1.28862,0.8006,0.80891,0.79954,123.06,123.73,122.839,1.0881,1.08984,1.08647,0.76,0.763,0.75285,153.681,154.46,151.987,113.063,113.76,112.89,1.3583,1.3628,1.34416,0.686,0.68786,0.6792,1.733,1.7345,1.7167,0.6737,0.6764,0.6723,4833.399902
73,4/12/2016,1.1393,1.14646,1.13455,108.51,108.788,107.875,0.95483,0.95934,0.94994,1.4266,1.43479,1.41967,1.2762,1.29203,1.27506,0.79855,0.803,0.79616,123.65,124,123.09,1.0881,1.08928,1.0873,0.7684,0.76894,0.75839,154.81,155.516,153.519,113.61,113.95,113.01,1.3622,1.36676,1.3552,0.6916,0.69259,0.68523,1.7247,1.7247,1.7108,0.6731,0.6755,0.671,4872.089844
74,4/13/2016,1.12864,1.1391,1.12726,109.22,109.405,108.51,0.9659,0.967,0.95502,1.4212,1.42788,1.41932,1.28147,1.28275,1.27451,0.7939,0.7984,0.79256,123.28,123.87,123.01,1.09031,1.09108,1.08719,0.76611,0.77158,0.76345,155.24,155.753,154.76,113.06,113.864,112.91,1.3727,1.3744,1.36254,0.69271,0.69523,0.68987,1.7142,1.7271,1.7093,0.6735,0.6776,0.6712,4947.419922
75,4/14/2016,1.1262,1.12947,1.1234,109.28,109.545,108.9,0.96649,0.96881,0.9638,1.4155,1.4209,1.40906,1.2852,1.28975,1.27819,0.7955,0.79812,0.7938,123.088,123.43,122.727,1.0887,1.0904,1.08672,0.7696,0.77368,0.76197,154.68,155.366,153.911,113.04,113.35,112.65,1.3681,1.3732,1.36369,0.6854,0.692,0.68242,1.7132,1.7168,1.6906,0.6769,0.6822,0.6761,4945.890137
76,4/15/2016,1.1285,1.13169,1.12458,108.72,109.732,108.602,0.96785,0.969,0.96487,1.4198,1.42417,1.41333,1.28415,1.29024,1.27978,0.7946,0.7976,0.7938,122.69,123.58,122.639,1.0921,1.0927,1.08862,0.7717,0.77344,0.76811,154.36,155.311,154.095,112.33,113.49,112.29,1.374,1.37564,1.36672,0.6912,0.69271,0.68443,1.7038,1.7106,1.6905,0.6782,0.6835,0.6754,4938.220215
77,4/18/2016,1.13142,1.13322,1.1274,108.73,108.986,107.839,0.9645,0.9679,0.96284,1.4277,1.42907,1.4132,1.28068,1.29896,1.27959,0.7923,0.79937,0.79138,123.031,123.351,121.722,1.09133,1.09235,1.09034,0.7746,0.77591,0.76015,155.265,155.703,152.534,112.725,113.1,111.5,1.377,1.37839,1.36576,0.6944,0.69571,0.68462,1.6954,1.6959,1.6701,0.6823,0.6875,0.6806,4960.02002
78,4/19/2016,1.1368,1.13845,1.13038,109.16,109.49,108.793,0.96085,0.96497,0.95851,1.4399,1.44188,1.42714,1.2648,1.2794,1.26316,0.78945,0.7931,0.7882,124.113,124.437,123.1,1.0923,1.0929,1.0904,0.7814,0.7826,0.77469,157.17,157.711,155.37,113.58,113.982,112.82,1.3834,1.38556,1.37673,0.7045,0.70549,0.69541,1.6785,1.6929,1.6724,0.6861,0.688,0.6841,4940.330078
79,4/20/2016,1.1298,1.13878,1.12911,109.76,109.878,108.766,0.9716,0.97331,0.96033,1.43536,1.44101,1.43464,1.26412,1.27297,1.25937,0.78708,0.79157,0.7863,124.008,124.332,123.545,1.098,1.09894,1.09182,0.77959,0.7829,0.77674,157.546,157.88,156.209,112.932,113.75,112.85,1.39502,1.39737,1.37985,0.6977,0.70494,0.69726,1.69,1.6912,1.678,0.6851,0.6921,0.6841,4948.129883
80,4/21/2016,1.1293,1.13972,1.12704,109.41,109.896,109.325,0.9738,0.97526,0.96482,1.43269,1.44397,1.42998,1.27314,1.27497,1.26284,0.78822,0.7898,0.7855,123.57,124.955,123.372,1.10025,1.10091,1.0964,0.7738,0.7835,0.77334,156.74,158.372,156.626,112.3,113.72,112.28,1.39564,1.39793,1.38977,0.69063,0.69829,0.69007,1.6827,1.6923,1.6762,0.6913,0.6937,0.6877,4945.890137
81,4/22/2016,1.1229,1.13084,1.12185,111.6,111.804,109.264,0.9783,0.97969,0.97331,1.44097,1.44517,1.4314,1.2666,1.27579,1.26228,0.77929,0.7886,0.77836,125.333,125.496,123.4,1.0987,1.10165,1.09786,0.77129,0.77741,0.76942,160.819,161.172,156.542,114.04,114.23,112.15,1.4095,1.41226,1.39567,0.68562,0.69356,0.68355,1.6891,1.7013,1.6816,0.6892,0.6936,0.6884,4906.22998
82,4/25/2016,1.12626,1.12781,1.12189,111.162,111.896,110.843,0.9754,0.97888,0.97366,1.44765,1.45192,1.44033,1.26883,1.27172,1.26523,0.77786,0.78113,0.77525,125.19,125.536,124.8,1.09874,1.0994,1.09649,0.7706,0.7729,0.76918,160.923,161.89,160.029,113.93,114.284,113.64,1.412,1.41625,1.40514,0.6846,0.68775,0.68423,1.6948,1.7057,1.6863,0.69,0.6925,0.6875,4895.790039
83,4/26/2016,1.12817,1.13396,1.12565,111.45,111.46,110.674,0.97462,0.97667,0.9702,1.45666,1.46384,1.44793,1.26204,1.2686,1.26071,0.7743,0.7783,0.77353,125.75,125.972,124.69,1.09961,1.10036,1.0983,0.7738,0.7765,0.76971,162.33,162.697,160.473,114.349,114.57,113.438,1.4194,1.42138,1.41197,0.6884,0.69101,0.68571,1.7043,1.7225,1.6991,0.6897,0.6927,0.6846,4888.279785
84,4/27/2016,1.13125,1.13604,1.12721,111.415,111.753,111.028,0.97239,0.9753,0.96818,1.4534,1.46216,1.44747,1.26205,1.26939,1.25716,0.77822,0.77937,0.7738,126.048,126.33,125.44,1.10001,1.10095,1.09906,0.75758,0.77651,0.75492,161.91,162.809,161.66,114.57,114.85,114.016,1.413,1.42093,1.4106,0.6839,0.69059,0.68085,1.7155,1.7261,1.7054,0.6874,0.6898,0.684,4863.140137
85,4/28/2016,1.1352,1.13679,1.1296,108.036,111.882,107.923,0.96628,0.97329,0.96579,1.45987,1.46228,1.45243,1.2541,1.26062,1.2516,0.77754,0.78038,0.77549,122.651,126.47,122.546,1.09692,1.1006,1.09651,0.7627,0.7658,0.75773,157.7,162.573,157.092,111.81,115.007,111.65,1.41041,1.4147,1.40568,0.6966,0.699,0.68977,1.7184,1.7591,1.7156,0.6854,0.6866,0.6795,4805.290039
86,4/29/2016,1.14465,1.14591,1.13484,106.419,108.199,106.429,0.95899,0.96707,0.95681,1.46124,1.4671,1.45774,1.25399,1.25872,1.24987,0.78319,0.78425,0.77659,121.832,122.95,121.74,1.09781,1.09945,1.09555,0.7606,0.76682,0.75877,155.524,158.08,155.528,110.979,112.02,110.98,1.4012,1.41313,1.40044,0.6985,0.69987,0.69518,1.7562,1.7623,1.7495,0.6807,0.6809,0.6755,4775.359863
87,5/2/2016,1.15182,1.15349,1.14486,106.48,106.818,106.143,0.9551,0.96051,0.95355,1.46618,1.4696,1.45843,1.2545,1.25623,1.2514,0.7855,0.78651,0.7821,122.66,122.921,121.66,1.10031,1.10075,1.09844,0.76566,0.76644,0.7595,156.129,156.652,154.95,111.46,111.76,110.71,1.40052,1.4063,1.39824,0.70088,0.70238,0.69693,1.7552,1.7599,1.7382,0.6778,0.6811,0.6707,4817.589844
88,5/3/2016,1.15055,1.16162,1.15013,106.428,106.47,105.55,0.9541,0.95538,0.94446,1.45352,1.47695,1.4532,1.27253,1.27303,1.24615,0.79149,0.79203,0.7841,122.476,122.757,122.131,1.09799,1.10165,1.09604,0.74879,0.77192,0.74855,154.698,156.18,154.44,111.54,111.882,110.9,1.38704,1.40404,1.38578,0.6915,0.70536,0.69113,1.7486,1.7513,1.7348,0.6751,0.682,0.6737,4763.220215
89,5/4/2016,1.1493,1.15293,1.14666,106.94,107.362,106.251,0.9565,0.95897,0.95328,1.4497,1.45714,1.44619,1.28652,1.28856,1.26978,0.79267,0.79469,0.78934,122.93,123.243,122.303,1.09971,1.1005,1.0971,0.74589,0.75174,0.74475,155.064,155.951,154.421,111.78,112.2,111.33,1.3867,1.39181,1.38197,0.68827,0.69404,0.68605,1.7409,1.7604,1.7372,0.6799,0.6809,0.6747,4725.640137
90,5/5/2016,1.1401,1.1494,1.13862,107.257,107.497,106.807,0.96836,0.96963,0.95698,1.44832,1.45289,1.44443,1.28599,1.28747,1.27861,0.787,0.7926,0.7862,122.284,123.13,122.1,1.104,1.10496,1.0996,0.7463,0.75137,0.74563,155.33,155.857,154.882,110.74,111.927,110.65,1.4022,1.4043,1.38818,0.68813,0.69172,0.68723,1.7548,1.7677,1.7432,0.6774,0.6809,0.6757,4717.089844
91,5/6/2016,1.14018,1.14802,1.13871,107.1,107.422,106.44,0.9717,0.97267,0.96526,1.4426,1.45463,1.44152,1.2921,1.29517,1.28363,0.7903,0.79181,0.7866,122.1,122.46,121.491,1.10803,1.10928,1.10343,0.73647,0.7478,0.73381,154.5,155.616,153.654,110.202,110.941,109.84,1.4018,1.40563,1.39811,0.68348,0.68907,0.6808,1.7649,1.7676,1.7356,0.6774,0.6884,0.6759,4736.160156
92,5/9/2016,1.13847,1.14196,1.13757,108.445,108.603,107.058,0.97112,0.97357,0.96848,1.44049,1.44793,1.4375,1.2967,1.30152,1.29067,0.79021,0.793,0.78678,123.468,123.71,121.99,1.10566,1.10902,1.1037,0.73149,0.73851,0.73081,156.222,156.43,154.23,111.66,111.91,110.06,1.3987,1.40391,1.3944,0.67744,0.68477,0.67647,1.7503,1.7612,1.7356,0.6828,0.6859,0.6782,4750.209961
93,5/10/2016,1.13691,1.14097,1.13586,109.24,109.35,108.278,0.9756,0.97601,0.9699,1.4434,1.44779,1.43896,1.2911,1.29798,1.29109,0.7875,0.7905,0.7871,124.2,124.45,123.29,1.1093,1.11034,1.10515,0.7364,0.7374,0.73006,157.69,157.916,156.083,111.95,112.29,111.5,1.4083,1.40932,1.39872,0.6761,0.67781,0.67167,1.7592,1.7624,1.7505,0.6794,0.683,0.6781,4809.879883
94,5/11/2016,1.14234,1.1447,1.13699,108.472,109.344,108.375,0.97123,0.97604,0.96993,1.44506,1.44879,1.43952,1.28405,1.29419,1.28307,0.79044,0.792,0.7865,123.914,124.35,123.608,1.10952,1.1108,1.10812,0.7379,0.74021,0.73361,156.74,157.956,156.42,111.675,112.04,111.42,1.40353,1.41033,1.40204,0.683,0.68456,0.67801,1.7561,1.7797,1.7477,0.6802,0.6817,0.6757,4760.689941
95,5/12/2016,1.1371,1.1429,1.13722,109.075,109.394,108.23,0.9707,0.97255,0.9664,1.4447,1.45308,1.44069,1.28365,1.28781,1.2772,0.7869,0.79187,0.78462,124.043,124.645,123.696,1.104,1.10993,1.1027,0.73248,0.73794,0.73106,157.58,158.483,156.269,112.32,112.752,111.45,1.40277,1.40746,1.39799,0.68162,0.68477,0.68051,1.7652,1.7775,1.7539,0.68,0.6825,0.6761,4737.330078
